,title,published,date,author_corresponding_institution,journal,citation_count
2007,Integrative x-ray structure and molecular modeling for the rationalization of procaspase-8 inhibitor potency and selectivity,10.1021/acschembio.0c00019,2019-08-01,UNIVERSITY OF CALIFORNIA LOS ANGELES,['ACS Chem. Biol.'],0
2009,Structural Basis and Mechanism of TrkA Activation by NGF through Ligand-Induced Rotation of Transmembrane Domain Dimers.,10.1074/jbc.RA119.011312,2019-08-01,Institute of Biomedicine of Valencia. CSIC,['J. Biol. Chem.'],1
2011,Structural Basis and Mechanism of TrkA Activation by NGF through Ligand-Induced Rotation of Transmembrane Domain Dimers.,10.1074/jbc.RA119.011312,2019-08-02,Institute of Biomedicine of Valencia. CSIC,['J. Biol. Chem.'],1
2014,"Evolved, Selective Erasers of Distinct Lysine Acylations",10.1002/anie.202002899,2019-08-02,Max-Planck-Institute of Molecular Physiology,['Angew. Chem. Int. Ed.'],0
2017,Widespread arginine phosphorylation in human cells - a novel protein PTM revealed by mass spectrometry,10.1007/s11426-019-9656-7,2019-08-05,"Department of Chemical Biology, College of Chemistry and Chemical Engineering, Xiamen University",['Sci. China Chem.'],0
2018,Peppy: A Virtual Reality Environment For Exploring The Principles Of Polypeptide Structure,10.1002/pro.3752,2019-08-05,Norwich University of the Arts,['Protein Science'],0
2020,The structure of a highly conserved picocyanobacterial protein reveals a Tudor domain with an RNA binding function,10.1074/jbc.RA119.007938,2019-08-05,Dartmouth College,['J. Biol. Chem.'],0
2022,Integrative x-ray structure and molecular modeling for the rationalization of procaspase-8 inhibitor potency and selectivity,10.1021/acschembio.0c00019,2019-08-05,UNIVERSITY OF CALIFORNIA LOS ANGELES,['ACS Chem. Biol.'],0
2023,In vitro dimerization of human RIO2 kinase,10.1080/15476286.2019.1653679,2019-08-06,INSERM,['RNA Biology'],2
2024,Methyl-Metabolite Depletion Elicits Adaptive Responses to Support Heterochromatin Stability and Epigenetic Persistence,10.1016/j.molcel.2020.03.004,2019-08-06,University of Wisconsin-Madison,['Molecular Cell'],1
2026,Comparative investigation into formycin A and pyrazofurin A biosynthesis reveals branch pathways for the construction of C-nucleoside scaffolds,10.1128/AEM.01971-19,2019-08-07,"Key laboratory of Combinational Biosynthesis and drug Discovery, Ministry of Education,",['Appl Environ Microbiol'],2
2031,Peppy: A Virtual Reality Environment For Exploring The Principles Of Polypeptide Structure,10.1002/pro.3752,2019-08-08,Norwich University of the Arts,['Protein Science'],0
2033,Allosteric activation of the nitric oxide receptor soluble guanylate cyclase mapped by cryo-electron microscopy,10.7554/eLife.50634,2019-08-08,"University of California, Berkeley",[],6
2035,Oxidation-induced destabilization of the fibrinogen α-domain dimer investigated by molecular dynamics simulations,10.1002/prot.25746,2019-08-09,University of Washington,['Proteins'],3
2037,Occurrence and stability of hetero-hexamer associations formed by β-carboxysome CcmK shell components,10.1371/journal.pone.0223877,2019-08-09,CNRS,['PLoS ONE'],1
2038,Prebiotically Plausible ‘Patching’ of RNA Backbone Cleavage Through a 3′-5′ Pyrophosphate Linkage,10.1021/jacs.9b08237,2019-08-10,Harvard University,['J. Am. Chem. Soc.'],2
2039,Laccase-mediated catalyzed fluorescent reporter deposition for live cell imaging,10.1002/cbic.201900593,2019-08-10,"University of California, San Diego",['ChemBioChem'],0
2040,Structural insights into the mechanism of the human soluble guanylate cyclase,10.1038/s41586-019-1584-6,2019-08-10,Peking University,['Nature'],9
2043,Discovery of small-molecule inhibitors targeting the ribosomal peptidyl transferase center (PTC) of M. tuberculosis,10.1039/C9SC02520K,2019-08-11,Ben Gurion University of the Negev,['Chem. Sci.'],0
2046,The structural basis for RNA selectivity by the IMP family of RNA binding proteins,10.1038/s41467-019-12193-7,2019-08-12,Albert Einstein College of Medicine,['Nat Commun'],2
2047,An In-Silico Investigation of Menthol Metabolism,10.1371/journal.pone.0216577,2019-08-12,Mahidol University International College,['PLoS ONE'],1
2049,Proteomic Profiling and Biological Characterization of Extracellular Vesicles Isolated from Human Alzheimer’s Disease Brain Tissues,10.1002/alz.12089,2019-08-13,Boston University School of Medicine,"[""Alzheimer's & Dementia""]",1
2050,Defects in the assembly of ribosomes selected for β-amino acid incorporation,10.1021/acs.biochem.9b00746,2019-08-13,"University of California, Berkeley",['Biochemistry'],2
2053,The effects of terminal tagging on homomeric interactions of the sigma 1 receptor,10.3389/fnins.2019.01356,2019-08-15,National Institutes of Health,['Front. Neurosci.'],1
2054,Ctf4 organizes sister replisomes and Pol α into a replication factory,10.7554/eLife.47405,2019-08-15,Van Andel Research Institute,[],5
2055,Profilin and formin constitute a pacemaker system for robust actin filament growth,10.7554/eLife.50963,2019-08-15,MPI of Molecular Physiology,[],1
2056,Structural control of regioselectivity in an unusual bacterial acyl-CoA dehydrogenase,10.1021/jacs.9b09187,2019-08-15,UC Berkeley,['J. Am. Chem. Soc.'],0
2057,Quantifying dynamic protein acetylation using quantitative stoichiometry,10.1021/acs.jproteome.0c00088,2019-08-15,University of Wisconsin Madison,['J. Proteome Res.'],0
2058,DNA unwinding mechanism of a eukaryotic replicative CMG helicase,10.1038/s41467-020-14577-6,2019-08-15,The Rockefeller University/Howard Hughes Medical Institute,['Nat Commun'],2
2059,A DNA G-quadruplex/i-motif hybrid,10.1093/nar/gkz1008,2019-08-15,"University of Maryland, College Park",[],0
2060,Proteomic and Biological Profiling of Extracellular Vesicles from Alzheimer’s Disease Human Brain Tissues,10.1002/alz.12089,2019-08-15,Boston University School of Medicine,"[""Alzheimer's & Dementia""]",1
2065,Structural complementarity facilitates E7820-mediated degradation of RBM39 by DCAF15,10.1038/s41589-019-0378-3,2019-08-16,Dana-Farber Cancer Institute/Harvard Medical School,['Nat Chem Biol'],5
2069,An In-Silico Investigation of Menthol Metabolism,10.1371/journal.pone.0216577,2019-08-18,Mahidol University International College,['PLoS ONE'],1
2070,Glycopeptide variable window SWATH for improved Data Independent Acquisition glycoproteomics,10.1016/j.ab.2020.113667,2019-08-19,The University of Queensland,['Analytical Biochemistry'],0
2074,Ctf4 organizes sister replisomes and Pol alpha into a replication factory,10.7554/eLife.47405,2019-08-20,Van Andel Research Institute,[],5
2075,Glycoproteomic measurement of site-specific polysialylation,10.1016/j.ab.2020.113625,2019-08-20,The University of Queensland,['Analytical Biochemistry'],0
2077,Protein polyglutamylation catalyzed by the bacterial Calmodulin-dependent pseudokinase SidJ,10.7554/eLife.51162,2019-08-20,Cornell University,[],4
2079,Structural Basis of H2B Ubiquitination-Dependent H3K4 Methylation by COMPASS,10.1016/j.molcel.2019.10.013,2019-08-20,University of Washington/HHMI,['Molecular Cell'],5
2081,"Phosphoproteomics reveals that the hVPS34 regulated SGK3 kinase specifically phosphorylates endosomal proteins including Syntaxin-7, Syntaxin-12, RFIP4 and WDR44",10.1042/BCJ20190608,2019-08-20,University of Dundee,[],0
2082,First eight residues of apolipoprotein A-I mediate the C-terminus control of helical bundle unfolding and its lipidation,10.1371/journal.pone.0221915,2019-08-20,Cleveland Clinic,['PLoS ONE'],0
2083,"Post-translational modifications of Drosophila melanogaster HOX protein, Sex combs reduced",10.1371/journal.pone.0227642,2019-08-21,The University of Western Ontario,['PLoS ONE'],0
2086,Phase variable glycosylation in non-typeable Haemophilus influenzae,10.1021/acs.jproteome.9b00657,2019-08-22,The University of Queensland,['J. Proteome Res.'],0
2089,The nuclear receptor NR4A1 is regulated by SUMO modification to induce autophagic cell death,10.1371/journal.pone.0222072,2019-08-22,"Instituto de Fisiología Celular, Universidad Nacional Autónoma de México",['PLoS ONE'],0
2090,Ctf4 organizes sister replisomes and Pol alpha into a replication factory,10.7554/eLife.47405,2019-08-23,Van Andel Research Institute,[],5
2095,Structural basis for EPC1-mediated recruitment of MBTD1 into the NuA4/TIP60 acetyltransferase complex,10.1016/j.celrep.2020.03.003,2019-08-24,purdue university,['Cell Reports'],0
2097,Mix-and-inject XFEL crystallography reveals gated conformational dynamics during enzyme catalysis,10.1073/pnas.1901864116,2019-08-24,University of Nebraska,['Proc Natl Acad Sci USA'],2
2098,Characterization of LXR-activating nanoparticle formulations in primary mouse macrophages,10.3390/molecules24203751,2019-08-25,University of Ottawa,['Molecules'],0
2108,Subcellular metabolic pathway kinetics are revealed by correcting for artifactual post harvest metabolism,10.1016/j.molmet.2019.09.004,2019-08-28,"AJ Drexel Autism Institute, Drexel University, Philadelphia, PA 19104 USA",['Molecular Metabolism'],0
2109,Type I fatty acid synthase (FAS) trapped in the octanoyl-bound state,10.1002/pro.3797,2019-08-28,Goethe University Frankfurt,['Protein Science'],0
2110,Resurrection of ancestral effector caspases identifies novel networks for evolution of substrate specificity,10.1042/BCJ20190625,2019-08-28,University of Texas at Arlington,[],0
2111,A mixture of three engineered phosphotriesterases enables rapid detoxification of the entire spectrum of known threat nerve agents,10.1093/protein/gzz039,2019-08-28,Weizmann Institute of Science,[],1
2114,Structural elements that modulate the substrate specificity of plant purple acid phosphatases: avenues for improved phosphorus acquisition in crops,10.1016/j.plantsci.2020.110445,2019-08-28,University of Queensland,['Plant Science'],0
2115,"Interplay of disordered and ordered regions of a human small heat shock protein yields an ensemble of \""quasi-ordered\"" states.",10.7554/eLife.50259,2019-08-29,University of Washington,[],3
2121,Identification of a Novel Base J Binding Protein Complex Involved in RNA Polymerase II Transcription Termination in Trypanosomes,10.1371/journal.pgen.1008390,2019-08-30,University System of Georgia,['PLoS Genet'],0
2123,Rats Sniff Off Toxic Air,10.1021/acs.est.9b07592,2019-09-01,Peking University,['Environ. Sci. Technol.'],0
2124,Probing RNA conformational equilibria within the functional cellular context,10.1016/j.celrep.2020.02.004,2019-09-01,Duke University Medical Center,['Cell Reports'],0
2125,Integrative model to coordinate the oligomerization and aggregation mechanisms of CCL5,10.1016/j.jmb.2019.12.049,2019-09-03,"Institute of Bioinformatics and Structural Biology, NTHU",['Journal of Molecular Biology'],0
2128,Molecular mechanism of translational stalling by inhibitory codon combinations and poly(A) tracts,10.15252/embj.2019103365,2019-09-04,"Gene Center and Center for Integrated Protein Science Munich, Department of Biochemistry, University of Munich, Munich, Germany",['EMBO J'],0
2130,Hydrogen exchange of chemoreceptors in functional complexes suggests protein stabilization mediates long-range allosteric coupling,10.1074/jbc.RA119.009865,2019-09-04,University of Massachusetts,['J. Biol. Chem.'],2
2132,Structural basis for osmotic regulation of the DNA binding properties of H-NS proteins,10.1093/nar/gkz1226,2019-09-05,Leiden Institute of Chemistry,[],0
2137,Reference glycan structure libraries of primary human cardiomyocytes and pluripotent stem cell-derived cardiomyocytes reveal cell-type and culture stage-specific glycan phenotypes,10.1016/j.yjmcc.2019.12.012,2019-09-05,"Department of Cellular and Integrative Physiology, University of Nebraska Medical Center",['Journal of Molecular and Cellular Cardiology'],0
2139,Molecular Mechanism Underlying Inhibition of Intrinsic ATPase Activity in a Ski2-like RNA Helicase,10.1016/j.str.2019.11.014,2019-09-05,Freie Universitaet Berlin,['Structure'],0
2140,CaATP prolongs strong actomyosin binding and promotes futile myosin stroke,10.1007/s10974-019-09556-4,2019-09-05,University of North Carolina at Charlotte,['J Muscle Res Cell Motil'],1
2141,Structural Pathway for Allosteric Activation of the Autophagic PI 3-Kinase Complex I,10.1073/pnas.1911612116,2019-09-05,UC Berkeley,['Proc Natl Acad Sci USA'],3
2142,Design and analysis of the 4-anilino-quin(az)oline kinase inhibition profiles of GAK/SLK/STK10 using quantitative structure activity relationships,10.1002/cmdc.201900521,2019-09-05,"Department of Pharmacology, School of Medicine, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",['ChemMedChem'],3
2146,DirectMS1: MS/MS-free identification of 1000 proteins of cellular proteomes in 5 minutes,10.1021/acs.analchem.9b05095,2019-09-05,"V. L. Talrose Institute for Energy Problems of Chemical Physics, N. N. Semenov Federal Research Center of Chemical Physics, Russian Academy of Sciences",['Anal. Chem.'],0
2149,The PAR2 signal peptide prevents premature receptor cleavage and activation,10.1371/journal.pone.0222685,2019-09-06,Janssen Research and Development La Jolla,['PLoS ONE'],0
2150,Mapping the S1 and S1 subsites of cysteine proteases with new dipeptidyl nitrile inhibitors as trypanocidal agents,10.1371/journal.pntd.0007755,2019-09-08,University of Sao Paulo,['PLoS Negl Trop Dis'],0
2153,"Structural basis for the allosteric regulation of the SbtA bicarbonate transporter by the PII-like protein, SbtB, from Cyanobium sp. PCC7001",10.1021/acs.biochem.9b00880,2019-09-09,Australian National University,['Biochemistry'],1
2154,Salt-free fractionation of complex isomeric mixtures of glycosaminoglycan oligosaccharides compatible with ESI-MS and microarray analysis,10.1038/s41598-019-53070-z,2019-09-09,"Department of BioMolecular Sciences, University of Mississippi, Oxford, MS 38677; Department of Chemistry and Biochemistry, University of Mississippi, Oxford, M",['Sci Rep'],0
2155,The structure of the iron-catecholate transporter Fiu suggests substrate import occurs via a 2-step mechanism,10.1074/jbc.RA119.011018,2019-09-09,Monash University,['J. Biol. Chem.'],3
2156,Inhibiting the copper efflux system in microbes as a novel approach for developing antibiotics,10.1371/journal.pone.0227070,2019-09-09,Bar Ilan University,['PLoS ONE'],0
2160,Skp1 Dimerization Conceals its F-box Protein Binding Site,10.1021/acs.biochem.0c00094,2019-09-10,University of Georgia,['Biochemistry'],0
2161,Metabolite therapy guided by liquid biopsy proteomics delays retinal neurodegeneration,10.1016/j.ebiom.2020.102636,2019-09-10,Stanford University,['EBioMedicine'],2
2165,SIRT6 is a DNA double-strand break sensor,10.7554/eLife.51636,2019-09-11,Ben Gurion University of the Negev,[],0
2167,Protein secondary structure determines the temporal relationship between folding and disulfide formation,10.1074/jbc.RA119.011983,2019-09-12,University of Glasgow,['J. Biol. Chem.'],1
2170,The L-alanosine gene cluster encodes a pathway for diazeniumdiolate biosynthesis,10.1002/cbic.201900565,2019-09-12,Harvard University,['ChemBioChem'],3
2171,PINK1-dependent phosphorylation of Serine111 within the SF3 motif of Rab GTPases impairs effector interactions and LRRK2 mediated phosphorylation at Threonine72,10.1042/BCJ20190664,2019-09-12,University of Dundee,[],0
2174,Methyl-Metabolite Depletion Elicits Adaptive Responses to Support Heterochromatin Stability and Epigenetic Persistence,10.1016/j.molcel.2020.03.004,2019-09-12,University of Wisconsin-Madison,['Molecular Cell'],1
2178,"Lipidomics analysis of juveniles blue mussels (Mytilus edulis L. 1758), a key economic and ecological species.",10.1371/journal.pone.0223031,2019-09-13,Scottish Association for Marine Science,['PLoS ONE'],0
2179,An In-Silico Investigation of Menthol Metabolism,10.1371/journal.pone.0216577,2019-09-14,Mahidol University International College,['PLoS ONE'],1
2180,Coupled structural transitions enable highly cooperative regulation of human CTPS2 filaments,10.1038/s41594-019-0352-5,2019-09-16,University of Washington,['Nat Struct Mol Biol'],2
2181,Non-enzymatic primer extension with strand displacement,10.7554/eLife.51888,2019-09-16,Harvard University,[],1
2187,Spire stimulates nucleation by Cappuccino and binds both ends of actin filaments,10.1091/mbc.E19-09-0550,2019-09-18,UCLA,['MBoC'],0
2188,DNA-based long-lived reaction-diffusion patterning in a host hydrogel,10.1039/C9SM01786K,2019-09-18,"Sorbonne Universite, CNRS, Institut de Biologie Paris-Seine (IBPS), Laboratoire Jean Perrin (LJP), F-75005, Paris",['Soft Matter'],0
2190,Purification of native CCL7 and its functional interaction with selected chemokine receptors,10.1016/j.pep.2020.105617,2019-09-18,"Department of Structural Biology, Shemyakin and Ovchinnikov Institute of Bioorganic Chemistry, Russian Academy of Sciences, Moscow, Russia",['Protein Expression and Purification'],0
2192,Structural Basis and Mechanism of TrkA Activation by NGF through Ligand-Induced Rotation of Transmembrane Domain Dimers.,10.1074/jbc.RA119.011312,2019-09-18,Institute of Biomedicine of Valencia. CSIC,['J. Biol. Chem.'],1
2193,Structural Basis of Protein Arginine Methyltransferase Activation by a Catalytically Dead Homolog (Prozyme),10.1016/j.jmb.2019.11.002,2019-09-19,Thomas Jefferson University,['Journal of Molecular Biology'],0
2194,Minimally disruptive optical control of protein tyrosine phosphatase 1B,10.1038/s41467-020-14567-8,2019-09-19,"University of Colorado, Boulder",['Nat Commun'],0
2195,"Extended snake venomics by top-down in-source decay: Investigating the newly discovered Anatolian Meadow viper subspecies, Vipera anatolica senliki",10.1021/acs.jproteome.9b00869,2019-09-19,Technical University Berlin,['J. Proteome Res.'],0
2196,Middle-down proteomics reveals dense sites of methylation and phosphorylation in arginine-rich RNA-binding proteins,10.1021/acs.jproteome.9b00633,2019-09-19,Emory University,['J. Proteome Res.'],0
2197,Critical residues in the aminoglycoside-resistance 16S rRNA (m7G1405) methyltransferase RmtC play distinct roles in 30S substrate recognition,10.1074/jbc.RA119.011181,2019-09-19,Emory University School of Medicine,['J. Biol. Chem.'],0
2200,"Quantification of reactive oxygen species production by the red fluorescent proteins KillerRed, SuperNova and mCherry.",10.1016/j.freeradbiomed.2019.12.008,2019-09-20,University of Rochester Medical Center,['Free Radical Biology and Medicine'],0
2202,The speed of GTP hydrolysis determines GTP cap size and controls microtubule stability,10.7554/eLife.51992,2019-09-23,The Francis Crick Institute,[],0
2204,Thrombospondin module 1 domain (TSP1) of the matricellular protein CCN3 shows an atypical disulfide pattern and incomplete CWR layers,10.1107/S2059798319016747,2019-09-23,University of Cambridge,"['Acta Cryst Sect D Struct Biol', 'Acta Crystallogr D Struct Biol', 'Acta Cryst D Struct Biol', 'Acta Cryst D Biol Cryst', 'Acta Cryst D', 'Acta Crystallogr Sect D', 'Acta Crystallogr D Biol Crystallogr', 'Acta Cryst Sect D', 'Acta Crystallogr D', 'Acta Crystallogr Sect D Struct Biol']",0
2207,A viral ring nuclease anti-CRISPR subverts type III CRISPR immunity,10.1038/s41586-019-1909-5,2019-09-24,University of St Andrews,['Nature'],5
2208,A canstatin-derived peptide provides insight into the role of Capillary Morphogenesis Gene 2 in angiogenic regulation and matrix uptake,10.1021/acschembio.0c00064,2019-09-24,Brigham Young University,['ACS Chem. Biol.'],0
2211,Thrombospondin module 1 domain (TSP1) of the matricellular protein CCN3 shows an atypical disulfide pattern and incomplete CWR layers,10.1107/S2059798319016747,2019-09-25,University of Cambridge,"['Acta Cryst Sect D Struct Biol', 'Acta Crystallogr D Struct Biol', 'Acta Cryst D Struct Biol', 'Acta Cryst D Biol Cryst', 'Acta Cryst D', 'Acta Crystallogr Sect D', 'Acta Crystallogr D Biol Crystallogr', 'Acta Cryst Sect D', 'Acta Crystallogr D', 'Acta Crystallogr Sect D Struct Biol']",0
2214,Structure and mechanism of a Type III CRISPR defence DNA nuclease activated by cyclic oligoadenylate,10.1038/s41467-019-14222-x,2019-09-26,University of St Andrews,['Nat Commun'],2
2215,Automated Spatially Targeted Optical Micro Proteomics (autoSTOMP) to determine protein complexity of subcellular structures,10.1021/acs.analchem.9b04396,2019-09-26,University of Virginia,['Anal. Chem.'],0
2221,A high-affinity human PD-1/PD-L2 complex informs avenues for small-molecule immune checkpoint drug discovery,10.1073/pnas.1916916116,2019-09-29,Stanford University,['Proc Natl Acad Sci USA'],2
2222,Proteins That Interact with the Mucin-Type Glycoprotein Msb2p Include Regulators of the Actin Cytoskeleton,10.1021/acs.biochem.9b00725,2019-09-29,University at Buffalo,['Biochemistry'],0
2225,Formation of S. pombe Erh1 homodimer mediates gametogenic gene silencing and meiosis progression,10.1038/s41598-020-57872-4,2019-09-30,"BIOC, CNRS, Ecole Polytechnique, Institut Polytechnique de Paris, F-91128 Palaiseau, France",['Sci Rep'],1
2229,FICD activity and AMPylation remodelling modulate human neurogenesis.,10.1038/s41467-019-14235-6,2019-10-01,"Department of Chemistry, Technical University of Munich, Garching, Germany",['Nat Commun'],0
2230,Dual protease type XIII/pepsin digestion offers superior resolution and overlap for the analysis of histone tails by HX-MS,10.1016/j.ymeth.2020.01.016,2019-10-01,Broad Institute of MIT and Harvard,['Methods'],0
2231,A pair of esterases from a commensal gut bacterium remove acetylations from all positions on complex β-mannans,10.1073/pnas.1915376117,2019-10-01,Norwegian University of Life Sciences,['Proc Natl Acad Sci USA'],0
2232,CtIP promotes the motor activity of DNA2 to accelerate long-range DNA end resection,10.1073/pnas.2001165117,2019-10-01,Institute for Research in Biomedicine,['Proc Natl Acad Sci USA'],0
2237,Cotranslational Folding Stimulates Programmed Ribosomal Frameshifting in the Alphavirus Structural Polyprotein,10.1074/jbc.RA120.012706,2019-10-02,"Department of Chemistry, Indiana University, Bloomington, IN USA 47405",['J. Biol. Chem.'],0
2240,FMN-dependent oligomerization of putative lactate oxidase from Pediococcus acidilactici,10.1371/journal.pone.0223870,2019-10-02,University of Oulu,['PLoS ONE'],0
2241,Functionally critical residues in the aminoglycoside resistance-associated methyltransferase RmtC play distinct roles in 30S substrate recognition,10.1074/jbc.RA119.011181,2019-10-03,Emory University School of Medicine,['J. Biol. Chem.'],0
2246,Targeting the Pregnane X Receptor Using Microbial Metabolite Mimicry,10.15252/emmm.201911621,2019-10-04,Albert Einstein College of Medicine,['EMBO Mol Med'],2
2247,Structural effects and functional implications of phalloidin and jasplakinolide binding to actin filaments,10.1016/j.str.2020.01.014,2019-10-05,Max Planck Institute of Molecular Physiology,['Structure'],1
2248,Steric Regulation of Tandem Calponin Homology Domain Actin-Binding Affinity,10.1091/mbc.E19-06-0317,2019-10-06,UC Berkeley,['MBoC'],1
2251,Disrupting the Transmembrane Domain Oligomerization of Protein Tyrosine Phosphatase Receptor J Promotes its Activity in Cancer Cells,10.1074/jbc.RA119.010229,2019-10-07,"Department of Chemistry, Lehigh University (Bethlehem, PA)",['J. Biol. Chem.'],1
2259,Autonomous bioluminescence imaging of single mammalian cells with the bacterial bioluminescence system,10.1073/pnas.1913616116,2019-10-08,MPI for Biophysical Chemistry,['Proc Natl Acad Sci USA'],0
2261,REP-X: An Evolution-guided Strategy for the Rational Design of Cysteine-less Protein Variants,10.1038/s41598-020-58794-x,2019-10-08,stanford university,['Sci Rep'],0
2264,Potent CRISPR-Cas9 inhibitors from Staphylococcus genomes,10.1073/pnas.1917668117,2019-10-09,UC Berkeley/HHMI,['Proc Natl Acad Sci USA'],1
2268,Computational and cellular studies reveal structural destabilization and degradation of MLH1 variants in Lynch syndrome,10.7554/eLife.49138,2019-10-13,University of Copenhagen,[],3
2270,Determinants of Staphylococcus aureus PSMα3 Cross-α Amyloid Toxicity,10.1016/j.str.2019.12.006,2019-10-14,Technion - Israel Institute of Technology,['Structure'],2
2276,Expression and purification of Protease Activated Receptor 4 (PAR4) and analysis with histidine hydrogen deuterium exchange.,10.1021/acs.biochem.9b00987,2019-10-16,Case Western Reserve University,['Biochemistry'],0
2282,Structural analysis of mycobacterial homoserine transacetylases central to methionine biosynthesis reveals druggable active site,10.1038/s41598-019-56722-2,2019-10-17,University of Kentucky,['Sci Rep'],0
2283,Structural basis for adhesion G protein-coupled receptor Gpr126 function,10.1038/s41467-019-14040-1,2019-10-17,University of Chicago,['Nat Commun'],2
2288,Integrative Modeling of a Sin3/HDAC Complex Sub-structure,10.1016/j.celrep.2020.03.080,2019-10-18,Stowers Institute for Medical Research,['Cell Reports'],0
2292,Identifying Sialylation Linkages at the Glycopeptide Level by Glycosyltransferase Labeling Assisted Mass Spectrometry (GLAMS),10.1021/acs.analchem.9b05068,2019-10-21,Georgia State University,['Anal. Chem.'],0
2295,Differential effects of variations in human P450 oxidoreductase on the aromatase activity of CYP19A1 polymorphisms R264C and R264H,10.1016/j.jsbmb.2019.105507,2019-10-22,University of Bern,['The Journal of Steroid Biochemistry and Molecular Biology'],2
2297,Structural mechanism of regioselectivity in an unusual bacterial acyl-CoA dehydrogenase,10.1021/jacs.9b09187,2019-10-22,UC Berkeley,['J. Am. Chem. Soc.'],0
2299,"A model for the emergence of RNA from a prebiotically plausible mixture of ribonucleotides, arabinonucleotides and 2’-deoxynucleotides",10.1021/jacs.9b11239,2019-10-22,Harvard University,['J. Am. Chem. Soc.'],0
2305,CDK1 couples proliferation with protein synthesis,10.1083/jcb.201906147,2019-10-24,University of Heidelberg,[],0
2308,"How does the mood stabilizer lithium bind ATP, the energy currency of the cell",10.1016/j.bbagen.2019.129456,2019-10-24,Tel Aviv University,['Biochimica et Biophysica Acta (BBA) - General Subjects'],0
2309,"m6A minimally impacts the structure, dynamics, and Rev ARM binding properties of HIV-1 RRE stem IIB",10.1371/journal.pone.0224850,2019-10-24,Duke University,['PLoS ONE'],1
2310,INTERACTION OF QUERCETIN AND EPIGALLOCATECHIN GALLATE (EGCG) AGGREGATES WITH PANCREATIC LIPASE UNDER SIMPLIFIED INTESTINAL CONDITIONS,10.1371/journal.pone.0224853,2019-10-24,Lunds Universitet Kemicentrum,['PLoS ONE'],0
2312,Asymmetric molecular architecture of the human γ-tubulin ring complex,10.1016/j.cell.2019.12.007,2019-10-25,The Rockefeller University,['Cell'],3
2313,Synthesis and Characterization of Aqueous Haemoglobin-based Microcapsules Coated by Genipin-Cross-Linked Albumin,10.1080/02652048.2020.1715498,2019-10-25,University Hospital Essen,['Journal of Microencapsulation'],0
2315,Essential Metabolic Routes as a Way to ESKAPE from Antibiotic Resistance,10.3389/fpubh.2020.00026,2019-10-25,"Sao Carlos Institute of Physics, University of Sao Paulo",['Front. Public Health'],0
2316,Interleukin-2 druggability is modulated by global conformational transitions controlled by a helical capping switch,10.1073/pnas.2000419117,2019-10-28,"University of California, Santa Cruz",['Proc Natl Acad Sci USA'],0
2321,Structure-function analyses of a keratin heterotypic complex identify specific keratin regions involved in intermediate filament assembly,10.1016/j.str.2020.01.002,2019-10-29,"Department of Cell and Developmental Biology, University of Michigan Medical School, Ann Arbor, MI",['Structure'],0
2322,"N-terminal protein acetylation by NatB modulates the levels of Nmnats, the NAD+ biosynthetic enzymes in Saccharomyces cerevisiae",10.1074/jbc.RA119.011667,2019-10-29,"University of California, Davis",['J. Biol. Chem.'],0
2323,Simultaneous measurement of biochemical phenotypes and gene expression in single cells,10.1093/nar/gkaa240,2019-10-29,University of Colorado School of Medicine,[],0
2326,Genetic identification of the functional surface for RNA binding by Escherichia coli ProQ,10.1093/nar/gkaa144,2019-10-30,Mount Holyoke College,[],0
2330,Intrinsic Buffer Hydroxyl Radical Dosimetry Using Tris(Hydroxymethyl)Aminomethane,10.1021/jasms.9b00088,2019-10-31,"University of Mississippi, Oxford, Mississippi, 38677",['J. Am. Soc. Mass Spectrom.'],0
2339,Hat1-Dependent Lysine Acetylation Targets Diverse Cellular Functions,10.1021/acs.jproteome.9b00843,2019-10-31,Ohio State University,['J. Proteome Res.'],0
2340,Natively Oxidized Amino Acid Residues in the Spinach PS I-LHC I Supercomplex,10.1007/s11120-019-00698-7,2019-10-31,Louisiana State University,['Photosynth Res'],0
2347,Disruption of the HIV-1 Envelope allosteric network blocks CD4-induced rearrangements,10.1038/s41467-019-14196-w,2019-11-02,Duke University,['Nat Commun'],1
2350,The resolution revolution in cryoEM requires new sample preparation procedures: A rapid pipeline to high resolution maps of yeast FAS,10.1107/S2052252519017366,2019-11-04,"Buchmann Institute for Molecular Life Sciences, Goethe University Frankfurt, Institute of Organic Chemistry and Chemical Biology, Frankfurt am Main","['Int Union Crystallogr J', 'IUCr J', 'Int Union Cryst J', 'IUCrJ']",0
2351,Clofarabine commandeers the RNR-alpha-ZRANB3 nuclear signaling axis,10.1016/j.chembiol.2019.11.012,2019-11-04,"Swiss Federal Institute of Technology Lausanne (EPFL), 1015, Switzerland",['Cell Chemical Biology'],1
2355,Identifying Sialylation Linkages at the Glycopeptide Level by Glycosyltransferase Labeling Assisted Mass Spectrometry (GLAMS),10.1021/acs.analchem.9b05068,2019-11-06,Georgia State University,['Anal. Chem.'],0
2356,Reference glycan structure libraries of primary human cardiomyocytes and pluripotent stem cell-derived cardiomyocytes reveal cell-type and culture stage-specific glycan phenotypes,10.1016/j.yjmcc.2019.12.012,2019-11-06,"Department of Cellular and Integrative Physiology, University of Nebraska Medical Center",['Journal of Molecular and Cellular Cardiology'],0
