,title,published
3200,E. coli TraR allosterically regulates transcription initiation by altering RNA polymerase conformation and dynamics,10.7554/eLife.49375
3203,High Resolution Structural Insights into Heliorhodopsin Family,10.1073/pnas.1915888117
3206,Comparing serial X-ray crystallography and microcrystal electron diffraction (MicroED) as methods for routine structure determination from small macromolecular crystals,10.1107/S205225252000072X
3207,Sensitive Detection of Protein Binding to the Plasma Membrane with Dual-Color Z-Scan Fluorescence,10.1016/j.bpj.2019.12.002
3209,The Role of a Crystallographically Unresolved Cytoplasmic Loop in Stabilizing the Bacterial Membrane Insertase YidC2,10.1038/s41598-019-51052-9
3212,Visualization of myosin II filament dynamics in remodeling acto-myosin networks with interferometric scattering microscopy,10.1016/j.bpj.2020.02.025
3213,Mesoscale liquid model of chromatin recapitulates nuclear order of eukaryotes.,10.1016/j.bpj.2019.09.013
3216,A unifying mechanistic model of bacterial transcription with three interconnected pause states and non-diffusive backtrack recovery,10.1016/j.bpj.2019.11.2974
3217,Intrinsically disordered nuclear pore proteins show ideal-polymer morphologies and dynamics,10.1103/PhysRevE.101.022420
3218,Dynamic design: manipulation of millisecond timescale motions on the energy landscape of Cyclophilin A,10.1039/C9SC04696H
3220,Sequence and Structural Determinants of Ligand-dependent Alternating Access of a MATE Transporter,10.1073/pnas.1917139117
3225,Dynamic crosslinking of the actin cytoskeleton governs cell mechanics,10.1016/j.bpj.2019.11.1603
3226,Reconstruction of Average Subtracted Tubular Regions (RASTR) Enables Structure Determination of Tubular Filaments by Cryo-EM,10.1016/j.yjsbx.2020.100023
3227,The inner junction complex of the cilia is an interaction hub that involves tubulin post-translational modifications,10.7554/eLife.52760
3229,Structural basis for two-way communication between dynein and microtubules,10.1038/s41467-020-14842-8
3230,Controlled Self-Assembly of {lambda}-DNA Networks with the Synergistic Effect of DC Electric Field,10.1021/acs.jpcb.9b08891
3231,"Polyunsaturated fatty acid analogues differentially affect cardiac Nav, Cav, and Kv channels through unique mechanisms",10.7554/eLife.51453
3233,The interplay between molten globules and heme disassociation defines human hemoglobin disassembly,10.1016/j.bpj.2020.01.031
3237,Allosteric Motions of the CRISPR-Cas9 HNH Nuclease Probed by NMR and Molecular Dynamics,10.1021/jacs.9b10521
3241,Allosteric Motions of the CRISPR-Cas9 HNH Nuclease Probed by NMR and Molecular Dynamics,10.1021/jacs.9b10521
3242,Microtubule Binding Kinetics of Membrane-bound Kinesin Predicts High Motor Copy Numbers on Intracellular Cargo,10.1073/pnas.1916204116
3251,Flossing DNA in a Dual Nanopore Device,10.1002/smll.201905379
3253,Modeled buoyancy of eggs and larvae of the deep-sea shrimp Aristeus antennatus (Crustacea: Decapoda) in the northwestern Mediterranean Sea,10.1371/journal.pone.0223396
3254,Structure of HIV-2 Nef reveals unique features distinct from HIV-1 involved in immune regulation,10.1016/j.isci.2019.100758
3256,The OpenPicoAmp-100k : an open-source high performance amplifier for single channel recording in planar lipid bilayers.,10.1007/s00424-019-02319-7
3257,A processive rotary mechanism couples substrate unfolding and proteolysis in the ClpXP degradation machinery,10.7554/eLife.52158
3259,Vimentin intermediate filaments undergo irreversible conformational changes during cyclic loading,10.1021/acs.nanolett.9b02972
3261,Actin shells control buckling and wrinkling of biomembranes,10.1039/C9SM01902B
3263,Wheat Germ Agglutinin Conjugated Fluorescent pH Sensors for Visualizing Proton Fluxes,10.1085/jgp.201912498
3264,Ligand Entry into Fatty Acid Binding Protein via Local Unfolding instead of Gap Widening,10.1016/j.bpj.2019.12.005
3268,A native prokaryotic voltage-dependent calcium channel with a novel selectivity filter sequence,10.7554/eLife.52828
3273,"Two-dimensional NMR lineshape analysis of single, multiple, zero and double quantum correlation experiments",10.1007/s10858-019-00297-7
3274,KV1.2 channels inactivate through a mechanism similar to C-type inactivation,10.1085/jgp.201912499
3275,Remote Activation of a Latent Epitope in an Autoantigen Decoded with Simulated B-Factors,10.3389/fimmu.2019.02467
3276,Spatial structure arising from chase-escape interactions with crowding,10.1038/s41598-019-51565-3
3281,How to define and optimize axial resolution in light-sheet microscopy: a simulation-based approach,10.1364/BOE.11.000008
3283,High photon count rate super-resolution fluorescence fluctuation spectroscopy,10.1088/1361-6463/ab6cca
3284,"Antibody-induced crosslinking and cholesterol-sensitive, anomalous diffusion of nicotinic acetylcholine receptors",10.1111/jnc.14905
3285,Automatic error control during forward flux sampling of rare events in master equation models,10.1063/1.5129461
3286,Group-Level Analysis of Induced Electric Field in Deep Brain Regions by Different TMS Coils,10.1088/1361-6560/ab5e4a
3290,New method for high-throughput measurements of viscosity in submicrometer-sized membrane systems,10.1002/cbic.201900510
3295,Mechanisms of activation and desensitization of full-length glycine receptor in membranes,10.1016/j.bpj.2019.11.1159
3296,Faster diffusive dynamics of histone-like nucleoid structuring proteins in live bacteria caused by silver ions,10.1128/AEM.02479-19
3297,Flexible binding of m6A reader protein YTHDC1 to its preferred RNA motif,10.1021/acs.jctc.9b00987
3298,Multiple Kinesins Induce Tension for Smooth Cargo Transport,10.7554/eLife.50974
3300,Monitoring G-quadruplex formation with DNA carriers and solid-state nanopores,10.1021/acs.nanolett.9b03184
3301,Improved computational identification of drug response using optical measurements of human stem cell derived cardiomyocytes in microphysiological systems,10.3389/fphar.2019.01648
3305,The primary structural photoresponse of phytochrome proteins captured by a femtosecond X-ray laser,10.7554/eLife.53514
3306,"Topological analysis of TMEM180, a newly identified membrane protein that is highly expressed in colorectal cancer cells",10.1016/j.bbrc.2019.10.070
3308,Micro-scale fluid behavior during cryo-EM sample blotting,10.1016/j.bpj.2019.12.017
3309,"Topological analysis of TMEM180, a newly identified membrane protein that is highly expressed in colorectal cancer cells",10.1016/j.bbrc.2019.10.070
3310,Structure of KCNH2 Cyclic Nucleotide-Binding Homology Domain Reveals a Functionally vital Salt-Bridge,10.1085/jgp.201912505
3313,Structures of the ATP-fueled ClpXP proteolytic machine bound to protein substrate,10.7554/eLife.52774
3316,Non-conservation of folding rates in the thioredoxin family reveals degradation of ancestral unassisted-folding,10.1042/BCJ20190739
3320,Combining free energy simulations and NMR chemical-shift perturbation to identify transient cation-π contacts in proteins,10.1021/acs.jcim.9b00859
3321,Flexible Fitting of Biomolecular Structures to Atomic Force Microscopy Images via Biased Molecular Simulations,10.1021/acs.jctc.9b00991
3327,Imaging FCS Delineates Subtle Heterogeneity in Plasma Membranes of Resting Mast Cells,10.1091/mbc.E19-10-0559
3334,Coexistence of lipid phases stabilizes interstitial water in the outer layer of mammalian skin,10.1016/j.bpj.2020.01.044
3335,The SAMPL6 SAMPLing challenge: Assessing the reliability and efficiency of binding free energy calculations,10.1007/s10822-020-00290-5
3339,Polymer-like model to study the dynamics of dynamin filaments on deformable membrane tubes,10.1016/j.bpj.2019.09.042
3341,Examining go-or-grow using fluorescent cell-cycle indicators and cell cycle-inhibiting drugs,10.1016/j.bpj.2020.01.036
3343,Coexistence of lipid phases stabilizes interstitial water in the outer layer of mammalian skin,10.1016/j.bpj.2020.01.044
3344,Disentangling the Behavioural Variability of Confined Cell Migration,10.1098/rsif.2019.0689
3346,High-resolution cryo-EM reconstructions in the presence of substantial aberrations,10.1107/S2052252520002444
3347,Revealing the molecular origins of fibrin’s elastomeric properties by in situ X-ray scattering,10.1016/j.actbio.2020.01.002
3348,Wide-field time-gated SPAD imager for phasor-based FLIM applications,10.1088/2050-6120/ab6ed7
3349,Two-stage electro-mechanical coupling of a Kv channel in voltage-dependent activation,10.1038/s41467-020-14406-w
3352,Polymer-like model to study the dynamics of dynamin filaments on deformable membrane tubes,10.1016/j.bpj.2019.09.042
3355,Revealing the molecular origins of fibrin’s elastomeric properties by in situ X-ray scattering,10.1016/j.actbio.2020.01.002
3356,Allosteric Motions of the CRISPR-Cas9 HNH Nuclease Probed by NMR and Molecular Dynamics,10.1021/jacs.9b10521
3357,The inner junction complex of the cilia is an interaction hub that involves tubulin post-translational modifications,10.7554/eLife.52760
3359,Revealing the molecular origins of fibrin’s elastomeric properties by in situ X-ray scattering,10.1016/j.actbio.2020.01.002
3360,Collagen I weakly interacts with the β-sheets of β2-microglobulin and enhances conformational exchange to induce amyloid formation,10.1021/jacs.9b10421
3362,Coexistence of lipid phases stabilizes interstitial water in the outer layer of mammalian skin,10.1016/j.bpj.2020.01.044
3363,Membrane constriction and thinning by sequential ESCRT-III polymerization,10.1038/s41594-020-0404-x
3366,"Tissue evolution: Mechanical interplay of adhesion, pressure, and heterogeneity",10.1088/1367-2630/ab74a5
3368,Stretching DNA to twice the normal length with single-molecule hydrodynamic trapping,10.1039/C9LC01028A
3369,Mechanochemical Model of Transcriptional Bursting,10.1016/j.bpj.2020.01.017
3370,SOFIevaluator: a strategy for the quantitative quality assessment of SOFI data,10.1364/BOE.382278
3374,Inserting small molecules across membrane mixtures: Insight from the potential of mean force,10.1016/j.bpj.2020.01.039
3375,The effects of polydisperse crowders on the compaction of the Escherichia coli nucleoid,10.1111/mmi.14467
3376,Cryo-EM structure of the potassium-chloride cotransporter KCC4 in lipid nanodiscs,10.7554/eLife.52505
3379,Nucleotide inhibition of the pancreatic ATP-sensitive K+ channel explored with patch-clamp fluorometry,10.7554/eLife.52775
3381,Investigating Protein-Protein Allosteric Network using Current-Flow Scheme,10.1002/jcc.26108
3383,A native prokaryotic voltage-dependent calcium channel with a novel selectivity filter sequence,10.7554/eLife.52828
3384,SOFIevaluator: a strategy for the quantitative quality assessment of SOFI data,10.1364/BOE.382278
3385,Nucleotide inhibition of the pancreatic ATP-sensitive K+ channel explored with patch-clamp fluorometry,10.7554/eLife.52775
3386,Nucleotide inhibition of the pancreatic ATP-sensitive K+ channel explored with patch-clamp fluorometry,10.7554/eLife.52775
3387,Nucleotide inhibition of the pancreatic ATP-sensitive K+ channel explored with patch-clamp fluorometry,10.7554/eLife.52775
3388,A cost-efficient open source laser engine for microscopy,10.1364/BOE.380815
3389,C-terminal tail polyglycylation and polyglutamylation alter microtubule mechanical properties,10.1016/j.bpj.2019.11.3229
3392,Curling of epithelial monolayers reveals coupling between active bending and tissue tension,10.1073/pnas.1917838117
3395,A native prokaryotic voltage-dependent calcium channel with a novel selectivity filter sequence,10.7554/eLife.52828
3396,Pinhole Optical Tweezers: Extending the Fluorescence Lifetime in the Presence of an Optical Trap by Wavefront Engineering,10.1016/j.bpj.2019.11.3327
3399,Quasi-periodic migration of single cells on short microlanes,10.1371/journal.pone.0230679
3400,The plasma membrane as a competitive inhibitor and positive allosteric modulator of KRas4B signaling,10.1016/j.bpj.2019.12.039
3401,Diffuse X-ray Scattering from Correlated Motions in a Protein Crystal,10.1038/s41467-020-14933-6
3402,Presence or absence of Ras-dimerization shows distinct kinetic signature in Ras-Raf interaction,10.1016/j.bpj.2020.03.004
3403,DHHC20 palmitoyl-transferase reshapes the membrane to foster catalysis,10.1016/j.bpj.2019.11.003
3404,Pinhole Optical Tweezers: Extending the Photobleaching Lifetime in the Presence of an Optical Trap by Wavefront Engineering,10.1016/j.bpj.2019.11.3327
3405,Presence or absence of Ras-dimerization shows distinct kinetic signature in Ras-Raf interaction,10.1016/j.bpj.2020.03.004
3406,Liquid-like and rigid-body motions in molecular-dynamics simulations of a crystalline protein,10.1063/1.5132692
3407,"Cleavage, down-regulation and aggregation of serum amyloid A",10.1021/acs.jpcb.9b10843
3412,Cellular heterogeneity in pressure and growth emerges from tissue topology and geometry,10.1016/j.cub.2020.02.027
3414,Amino and PEG-Amino Graphene Oxide Grids Enrich and Protect Samples for High-resolution Single Particle Cryo-electron Microscopy,10.1016/j.jsb.2019.107437
3417,Chromosome organization by one-sided and two-sided loop extrusion,10.7554/eLife.53558
3418,"Disentangling the Effects of Asymmetry, Shape Fluctuations, Disorder, and Atomic Details on SAXS Curves of Soft Matter Complexes",10.1021/acs.jpclett.9b03154
3419,Area and Geometry Dependence of Cell Migration in Asymmetric Two-State Micropatterns,10.1016/j.bpj.2019.11.3389
3420,Reconstruction of fish allergenicity from the content and structural traits of the component β-parvalbumin isoforms,10.1038/s41598-019-52801-6
3425,Thermal versus Mechanical Unfolding in a Model Protein,10.1063/1.5126071
3428,Correlating surface plasmon resonance microscopy of living and fixated cells with electron microscopy allows for investigation of potential preparation artifacts,10.1002/admi.201901991
3429,Chromosome disentanglement driven via optimal compaction of loop-extruded brush structures,10.1073/pnas.1906355116
3430,Chemotactic behavior of Escherichia coli at high cell density,10.1038/s41467-019-13179-1
3432,Experimental phasing of MicroED data using radiation damage,10.1016/j.str.2020.01.008
3434,Conformational Plasticity of the ClpAP AAA+ Protease Couples Protein Unfolding and Proteolysis,10.1038/s41594-020-0409-5
3436,Stability of Two-quartet G-quadruplexes and Their Dimers in Atomistic Simulations,10.1021/acs.jctc.9b01068
3437,Live-Cell Imaging and Quantification of PolyQ Aggregates by Stimulated Raman Scattering of Selective Deuterium Labeling,10.1021/acscentsci.9b01196
3440,Structural basis of transcription inhibition by the DNA mimic protein Ocr of bacteriophage T7,10.7554/eLife.52125
3442,Association of Model Neurotransmitters with Lipid Bilayer Membranes,10.1016/j.bpj.2014.11.2985
3443,Recruiting RyRs to open in a Ca2+ release unit: Single-RyR gating properties make RyR group dynamics,10.1016/j.bpj.2019.11.021
3444,Conformational Plasticity of the ClpAP AAA+ Protease Couples Protein Unfolding and Proteolysis,10.1038/s41594-020-0409-5
3445,A complex structure of arrestin-2 bound to a G protein-coupled receptor,10.1038/s41422-019-0256-2
3446,Atomic structures determined from digitally defined nanocrystalline regions,10.1107/S2052252520004030
3447,Amyloid structure determination in RELION-3.1,10.1107/S2059798319016577
3448,The Effective Coarse-grained Hessian Dictates Allostery in IGPS,10.1021/acs.jctc.9b01149
3451,Mechanism and site of action of big dynorphin on ASIC1a,10.1073/pnas.1919323117
3456,Integrating Transposable Elements in the 3D Genome,10.1186/s13100-020-0202-3
3457,Steering Molecular Dynamics Simulations of Membrane-Associated Proteins with Neutron Reflection Results,10.1021/acs.jctc.0c00136
3459,Structures of the ATP-fueled ClpXP proteolytic machine bound to protein substrate,10.7554/eLife.52774
3460,Label-free horizontal EMSA for analysis of protein-RNA interactions,10.1016/j.ab.2020.113736
3461,The kinematics of cyclic human movement,10.1371/journal.pone.0225157
3463,Correction of missing-wedge artifacts in filamentous tomograms by template-based constrained deconvolution,10.1021/acs.jcim.9b01111
3466,Single-molecule nanopore sensing of actin dynamics and drug binding,10.1039/C9SC05710B
3467,"Novel sampling strategies and a coarse-grained score function for docking homomers, flexible heteromers, and oligosaccharides using Rosetta in CAPRI Rounds 37-45",10.1002/prot.25855
3475,Magnetic Polymer Models for Epigenetics-Driven Chromosome Folding,10.1103/PhysRevE.100.052410
3478,Nonequilibrium Theory of Epigenomic Microphase Separation in the Cell Nucleus,10.1103/PhysRevLett.123.228101
3480,BeamDelta: simple alignment tool for optical systems,10.12688/wellcomeopenres.15576.1
3483,A mechanical model reveals that non-axisymmetric buckling lowers the energy barrier associated with membrane neck constriction,10.1039/C9SM01494B
3486,Live-Cell Imaging and Quantification of PolyQ Aggregates by Stimulated Raman Scattering of Selective Deuterium Labeling,10.1021/acscentsci.9b01196
3487,Stochastic model of T Cell repolarization during target elimination (I),10.1016/j.bpj.2020.01.045
3490,Hierarchically-structured metalloprotein composite coatings biofabricated from co-existing condensed liquid phases,10.1038/s41467-020-14709-y
3498,Proposed mechanism of kinesin backstepping,10.1016/j.bpj.2019.11.2413
3509,Transcription closed and open complex formation coordinate expression of genes with a shared promoter region,10.1098/rsif.2019.0507
3510,Three-dimensional traction microscopy accounting for cell-induced matrix degradation,10.1016/j.cma.2020.112935
3514,Transcription closed and open complex formation coordinate expression of genes with a shared promoter region,10.1098/rsif.2019.0507
3515,Three-dimensional traction microscopy accounting for cell-induced matrix degradation,10.1016/j.cma.2020.112935
3516,An edge-based formulation of elastic network models,10.1103/PhysRevResearch.1.033211
3519,Magnetic-Alignment of Polymer Nanodiscs Probed by Solid-State NMR Spectroscopy,10.1021/acs.langmuir.9b03538
3520,Biophysical characterization of DNA origami nanostructures reveals inaccessibility to intercalation binding sites,10.1088/1361-6528/ab7a2b
3522,Kinetic Proofreading and the Limits of Thermodynamic Uncertainty,10.1103/PhysRevE.101.022415
3523,Transversal otolithic membrane deflections evoked by the linear accelerations,10.5539/ijb.v12n1p46
3524,Effects of surfaces and macromolecular crowding on bimolecular reaction rates,10.1088/1478-3975/ab7f51
3525,Energy landscapes reveal agonist control of GPCR activation via microswitches,10.1021/acs.biochem.9b00842
3528,A Spectral De-mixing Model for Triplex In Vivo Imaging of Optical Coherence Tomography Contrast Agents,10.1021/acsphotonics.9b01819
3531,Transversal otolithic membrane deflections evoked by the linear accelerations,10.5539/ijb.v12n1p46
3533,The kinesin-8 Kip3 depolymerizes microtubules with a collective force-dependent mechanism,10.1016/j.bpj.2020.02.030
3535,Verifying molecular clusters by 2-color localization microscopy and significance testing,10.1038/s41598-020-60976-6
3538,Flexible linkers in CaMKII control the balance between activating and inhibitory autophosphorylation,10.7554/eLife.53670
3539,"Motility and Phototaxis of Gonium, the Simplest Differentiated Colonial Alga",10.1103/PhysRevE.101.022416
3540,Non-affine displacements encode collective conformational fluctuations in proteins,10.1021/acs.jctc.9b01100
3541,Structural characterization of the N-terminal domain of the Dictyostelium discoideum mitochondrial calcium uniporter,10.1021/acsomega.9b04045
3544,Native Hydrogen/Deuterium Exchange Mass Spectrometry of Structured DNA Oligonucleotides,10.1021/acs.analchem.9b05298
3547,Structure and activation mechanism of the BBSome membrane-protein trafficking complex,10.7554/eLife.53322
3550,Rod nuclear architecture determines contrast transmission of the retina and behavioral sensitivity in mice,10.7554/eLife.49542
3552,An asymmetric sheath controls flagellar supercoiling and motility in the Leptospira spirochete,10.7554/eLife.53672
3553,Structural characterization of tau in fuzzy tau:tubulin complexes,10.1016/j.str.2020.01.004
3554,Electron beam lithography fabrication of SU-8 polymer structures for cell studies,10.1109/JMEMS.2020.2967174
3555,Magnetic Resonance measurements of cellular and sub-cellular membrane structures in live and fixed neural tissue,10.7554/eLife.51101
3556,An asymmetric sheath controls flagellar supercoiling and motility in the Leptospira spirochete,10.7554/eLife.53672
3560,Affinity of rhodopsin to raft enables the aligned oligomer formation from dimers: Coarse-grained molecular dynamics simulation of disk membranes,10.1371/journal.pone.0226123
3570,Emergence of collective oscillations in adaptive cells,10.1038/s41467-019-13573-9
3575,Nanoscale mapping of chromatin dynamics in living cells,10.1186/s13059-020-02002-6
3582,Transversal otolithic membrane deflections evoked by the linear accelerations,10.5539/ijb.v12n1p46
3583,Understanding the paradoxical mechanical response of in-phase A-tracts at different force regimes,10.1093/nar/gkaa225
3584,Kinesin-2 from C. reinhardtii is an atypically fast and auto-inhibited motor that is activated by heterotrimerization for intraflagellar transport,10.1016/j.cub.2020.01.046
3585,Mechano-calcium and mechano-electric feedbacks in the human cardiomyocyte analyzed in a mathematical model,10.1186/s12576-020-00741-6
3591,Structure and assembly of calcium homeostasis modulator proteins,10.1038/s41594-019-0369-9
3593,Kinetic control of stationary flux ratios for a wide range of biochemical processes,10.1073/pnas.1920873117
3601,Verifying molecular clusters by 2-color localization microscopy and significance testing,10.1038/s41598-020-60976-6
3603,Dynamical model of the CLC-2 ion channel reveals conformational changes associated with selectivity-filter gating,10.1371/journal.pcbi.1007530
3605,β-cells operate collectively to help maintain glucose homeostasis,10.1016/j.bpj.2020.04.005
3607,Correction of missing-wedge artifacts in filamentous tomograms by template-based constrained deconvolution,10.1021/acs.jcim.9b01111
3608,Octanol-water partition coefficient measurements for the SAMPL6 Blind Prediction Challenge,10.1007/s10822-019-00271-3
3609,Live analysis and reconstruction of single-particle cryo-electron microscopy data with CryoFLARE,10.1021/acs.jcim.9b01102
3615,Processing of the SARS-CoV pp1a/ab nsp7-10 region,10.1042/BCJ20200029
3619,Quantifying the heterogeneity of macromolecular machines by mass photometry,10.1038/s41467-020-15642-w
3620,Polynuclear ruthenium amines inhibit K2P channels via a 'finger in the dam' mechanism,10.1016/j.chembiol.2020.01.011
3621,Processing of the SARS-CoV pp1a/ab nsp7-10 region,10.1042/BCJ20200029
3622,Processing of the SARS-CoV pp1a/ab nsp7-10 region,10.1042/BCJ20200029
3623,Model for disordered proteins with strongly sequence-dependent liquid phase behavior,10.1063/1.5141095
3631,Comparing current noise in biological and solid-state nanopores,10.1021/acsnano.9b09353
3641,Comparing current noise in biological and solid-state nanopores,10.1021/acsnano.9b09353
3644,Molecular insights from conformational ensembles via Machine Learning,10.1016/j.bpj.2019.12.016
3646,A processive rotary mechanism couples substrate unfolding and proteolysis in the ClpXP degradation machinery,10.7554/eLife.52158
3651,Cell motion-coordinated fibrillar assembly of soluble collagen I to promote MDCK cell branching formation,10.1016/j.bbrc.2020.01.019
3654,Dimerization of human drebrin-like protein governs its biological activity,10.1021/acs.biochem.9b01095
3655,Cell motion-coordinated fibrillar assembly of soluble collagen I to promote MDCK cell branching formation,10.1016/j.bbrc.2020.01.019
3659,Repeated exposure to nanosecond high power pulsed microwaves increases cancer incidence in rat,10.1371/journal.pone.0226858
3661,Two forms of Opa1 cooperate to complete fusion of the mitochondrial inner-membrane,10.7554/eLife.50973
3667,An allosteric switch regulates Mycobacterium tuberculosis ClpP1P2 protease function as established by cryo-EM and methyl-TROSY NMR,10.1073/pnas.1921630117
3668,Molecular Investigations into the Unfoldase Action of Severing Enzymes on Microtubules,10.1002/cm.21606
3669,Quantitative method for estimating stain density in electron microscopy of conventionally prepared biological specimens,10.1111/jmi.12865
3680,"SAXS Curves of Detergent Micelles: Effects of Asymmetry, Shape Fluctuations, Disorder, and Atomic Details",10.1021/acs.jpclett.9b03154
3690,An Open Source Mesh Generation Platform for Biophysical Modeling Using Realistic Cellular Geometries,10.1016/j.bpj.2019.11.3400
3692,Geometric cues stabilise long-axis polarisation of PAR protein patterns in C. elegans,10.1038/s41467-020-14317-w
3698,Enhancing generating and collecting efficiency of single particle upconverting luminescence at low-level power excitation,10.1515/nanoph-2019-0526
3699,Geometric cues stabilise long-axis polarisation of PAR protein patterns in C. elegans,10.1038/s41467-020-14317-w
3701,Mechano-calcium and mechano-electric feedbacks in the human cardiomyocyte analyzed in a mathematical model,10.1186/s12576-020-00741-6
3710,Target membrane cholesterol modulates single influenza virus membrane fusion efficiency but not rate,10.1016/j.bpj.2020.03.021
3713,The glue produced by Drosophila melanogaster for pupa adhesion is universal,10.1242/jeb.220608
3720,Coarse-Grained Modeling of DNA Plectoneme Formation in the Presence of Base-Pair Mismatches,10.1016/j.bpj.2019.11.1312
3721,High-throughput cryo-EM enabled by user-free preprocessing routines,10.1016/j.str.2020.03.008
3725,Elucidating the Influence of Linker Histone Variants on Chromatosome Dynamics and Energetics,10.1093/nar/gkaa121
3738,Exploring the Conformational Transition Between the Fully Folded and Locally Unfolded Substates of the Escherichia coli Thiol Peroxidase,10.1039/D0CP00140F
3739,z-STED imaging and spectroscopy to investigate nanoscale membrane structure and dynamics,10.1016/j.bpj.2020.04.006
3757,VIPR: Vectorial Implementation of Phase Retrieval for fast and accurate microscopic pixel-wise pupil estimation,10.1364/OE.388248
3760,The SAMPL6 SAMPLing challenge: Assessing the reliability and efficiency of binding free energy calculations,10.1007/s10822-020-00290-5
3768,Cryo-EM structures of the ATP release channel pannexin 1,10.1038/s41594-020-0401-0
3799,Dynamics of oligomer populations formed during the aggregation of Alzheimer's Aβ42 peptide,10.1038/s41557-020-0452-1
3800,Live cell single molecule tracking and localization microscopy of bioorthogonally labeled plasma membrane proteins,10.1039/C9NR08594G
3803,Retrospective Ensemble Docking of Allosteric Modulators in an Adenosine G-Protein-Coupled Receptor,10.1016/j.bbagen.2020.129615
3819,Temperature controlled high-throughput magnetic tweezers show striking difference in activation energies of replicating viral RNA-dependent RNA polymerases.,10.1093/nar/gkaa233
3822,Harnessing intrinsic fluorescence for typing of secondary structures of DNA,10.1093/nar/gkaa257
3825,RNA-dependent structures of the RNA-binding loop in the flavivirus NS3 helicase,10.1021/acs.jpcb.0c00457
3827,Stretching DNA to twice the normal length with single-molecule hydrodynamic trapping,10.1039/C9LC01028A
3830,Impact of nanoscale hindrances on the relationship between lipid packing and diffusion in model membranes,10.1021/acs.jpcb.0c00445
3831,C subunit of the ATP synthase is an amyloidogenic channel-forming peptide: possible implications in mitochondrial pathogenesis,10.1016/j.bpj.2019.11.2487
3845,Quantitative method for estimating stain density in electron microscopy of conventionally prepared biological specimens,10.1111/jmi.12865
3846,Creating supported plasma membrane bilayers using acoustic pressure,10.3390/membranes10020030
3853,Assessing the accuracy of octanol-water partition coefficient predictions in the SAMPL6 Part II log P Challenge,10.1007/s10822-020-00295-0
3854,Mechanism and site of action of big dynorphin on ASIC1a,10.1073/pnas.1919323117
3860,Lipopolysaccharide Simulations are Sensitive to Phosphate Charge and Ion Parameterization,10.1021/acs.jctc.9b00868
3870,Pioneer transcription factors in chromatin remodeling: the kinetic proofreading view,10.1103/PhysRevE.101.040401
3878,Hydropathy patterning complements charge patterning to describe conformational preferences of disordered proteins,10.1021/acs.jpclett.0c00288
3880,Stoichiometric Analysis of Protein Complexes by Cell Fusion and Single Molecule Imaging,10.1016/j.bpj.2015.11.3413
3882,Global and local mechanical properties control endonuclease reactivity of a DNA origami nanostructure,10.1093/nar/gkaa080
3883,Non-spherical coacervate shapes in an enzyme driven active system,10.1021/acs.langmuir.9b02719
3899,Sperm chemotaxis is driven by the slope of the chemoattractant concentration field,10.7554/eLife.50532
3900,Visualization of myosin II filament dynamics in remodeling acto-myosin networks with interferometric scattering microscopy,10.1016/j.bpj.2020.02.025
3901,The kinesin-8 Kip3 depolymerizes microtubules with a collective force-dependent mechanism,10.1016/j.bpj.2020.02.030
3902,Multiplexed 129Xe HyperCEST MRI detection of genetically-reconstituted bacterial protein nanoparticles in human cancer cells.,10.1155/2020/5425934
3906,Influenza hemagglutinin drives viral entry via two sequential intramembrane mechanisms,10.1073/pnas.1914188117
3910,Quantifying protein-protein interactions by molecular counting with mass photometry,10.1002/ange.202001578
3913,Residue-Level Allostery Propagates Through the Effective Coarse-Grained Hessian,10.1021/acs.jctc.9b01149
3914,Native Hydrogen/Deuterium Exchange Mass Spectrometry of Structured DNA Oligonucleotides,10.1021/acs.analchem.9b05298
3927,Super-Beacons: open-source probes with spontaneous tuneable blinking compatible with live-cell super-resolution microscopy,10.1111/tra.12728
3929,A designer FG-Nup that reconstitutes the selective transport barrier of the Nuclear Pore Complex,10.1016/j.bpj.2019.11.1901
3931,Exon definition facilitates reliable control of alternative splicing in the RON proto-oncogene,10.1016/j.bpj.2020.02.022
3945,Transcranial Photobiomodulation with Near-Infrared Light from Childhood to Elderliness: Simulation of Dosimetry,10.1117/1.NPh.7.1.015009
3950,Effect of helical kink in antimicrobial peptides on membrane pore formation,10.7554/eLife.47946
3960,"Real-time, functional intra-operative localization of rat cavernous nerve network using near-infrared cyanine voltage-sensitive dye imaging",10.1038/s41598-020-63588-2
3962,High-Speed Super-Resolution Imaging Using Protein-Assisted DNA-PAINT,10.1021/acs.nanolett.9b04277
3977,Cellular memory enhances bacterial chemotactic navigation in rugged environments,10.1038/s42005-020-0312-8
3979,Effects of surfaces and macromolecular crowding on bimolecular reaction rates,10.1088/1478-3975/ab7f51
3980,Kinetic control of stationary flux ratios for a wide range of biochemical processes,10.1073/pnas.1920873117
3990,Non-negative least squares computation for in vivo myelin mapping using simulated multi-echo spin-echo T2 decay data,10.1002/nbm.4277
3992,"Accelerating Monte Carlo modeling of structured-light based diffuse optical imaging via ""photon sharing""",10.1364/OL.390618
3993,Cell substrate patterns driven by curvature-sensitive actin polymerization: waves and podosomes.,10.3390/cells9030782
3996,Hi-D: Nanoscale mapping of nuclear dynamics in single living cells,10.1186/s13059-020-02002-6
4016,Direct Observation of a Coil-to-Helix Contraction Triggered by Vinculin Binding to Talin,10.1016/j.bpj.2019.11.3339
