,title,published,date,author_corresponding_institution,journal,citation_count
3229,Structural basis for two-way communication between dynein and microtubules,10.1038/s41467-020-14842-8,2019-09-18,"Department of Cell Biology and Anatomy, Graduate School of Medicine, The University of Tokyo, Hongo, Bunkyo-ku, Tokyo 113-0033, Japan",['Nat Commun'],0
3230,Controlled Self-Assembly of {lambda}-DNA Networks with the Synergistic Effect of DC Electric Field,10.1021/acs.jpcb.9b08891,2019-09-19,Changchun University of Science and Technology,['J. Phys. Chem. B'],0
3231,"Polyunsaturated fatty acid analogues differentially affect cardiac Nav, Cav, and Kv channels through unique mechanisms",10.7554/eLife.51453,2019-09-19,University of Miami,[],1
3233,The interplay between molten globules and heme disassociation defines human hemoglobin disassembly,10.1016/j.bpj.2020.01.031,2019-09-19,"Biosciences Department, Rice University",['Biophysical Journal'],1
3237,Allosteric Motions of the CRISPR-Cas9 HNH Nuclease Probed by NMR and Molecular Dynamics,10.1021/jacs.9b10521,2019-09-19,"Department of Molecular Biology, Cell Biology & Biochemistry, Brown University, Providence, RI 02903, United States",['J. Am. Chem. Soc.'],6
3241,Allosteric Motions of the CRISPR-Cas9 HNH Nuclease Probed by NMR and Molecular Dynamics,10.1021/jacs.9b10521,2019-09-20,"Department of Molecular Biology, Cell Biology & Biochemistry, Brown University, Providence, RI 02903, United States",['J. Am. Chem. Soc.'],6
3242,Microtubule Binding Kinetics of Membrane-bound Kinesin Predicts High Motor Copy Numbers on Intracellular Cargo,10.1073/pnas.1916204116,2019-09-20,Pennsylvania State University,['Proc Natl Acad Sci USA'],0
3251,Flossing DNA in a Dual Nanopore Device,10.1002/smll.201905379,2019-09-23,Ontera.bio,['Small'],0
3253,Modeled buoyancy of eggs and larvae of the deep-sea shrimp Aristeus antennatus (Crustacea: Decapoda) in the northwestern Mediterranean Sea,10.1371/journal.pone.0223396,2019-09-23,Institut de Ciencies del Mar,['PLoS ONE'],0
3254,Structure of HIV-2 Nef reveals unique features distinct from HIV-1 involved in immune regulation,10.1016/j.isci.2019.100758,2019-09-24,Hokkaido University,['iScience'],0
3256,The OpenPicoAmp-100k : an open-source high performance amplifier for single channel recording in planar lipid bilayers.,10.1007/s00424-019-02319-7,2019-09-24,Universite libre de Bruxelles,['Pflugers Arch - Eur J Physiol'],0
3257,A processive rotary mechanism couples substrate unfolding and proteolysis in the ClpXP degradation machinery,10.7554/eLife.52158,2019-09-24,University of Toronto,[],8
3259,Vimentin intermediate filaments undergo irreversible conformational changes during cyclic loading,10.1021/acs.nanolett.9b02972,2019-09-25,"Institute for X-Ray Physics, University of Goettingen",['Nano Lett.'],3
3261,Actin shells control buckling and wrinkling of biomembranes,10.1039/C9SM01902B,2019-09-25,"UMR168, Institut Curie/CNRS",['Soft Matter'],0
3263,Wheat Germ Agglutinin Conjugated Fluorescent pH Sensors for Visualizing Proton Fluxes,10.1085/jgp.201912498,2019-09-25,UMass Medical School,[],0
3264,Ligand Entry into Fatty Acid Binding Protein via Local Unfolding instead of Gap Widening,10.1016/j.bpj.2019.12.005,2019-09-25,National University of Singapore,['Biophysical Journal'],0
3268,A native prokaryotic voltage-dependent calcium channel with a novel selectivity filter sequence,10.7554/eLife.52828,2019-09-26,Nagoya University,[],0
3273,"Two-dimensional NMR lineshape analysis of single, multiple, zero and double quantum correlation experiments",10.1007/s10858-019-00297-7,2019-09-26,University College London,['J Biomol NMR'],0
3274,KV1.2 channels inactivate through a mechanism similar to C-type inactivation,10.1085/jgp.201912499,2019-09-26,UNAM,[],0
3275,Remote Activation of a Latent Epitope in an Autoantigen Decoded with Simulated B-Factors,10.3389/fimmu.2019.02467,2019-09-27,Mayo Clinic,['Front. Immunol.'],0
3276,Spatial structure arising from chase-escape interactions with crowding,10.1038/s41598-019-51565-3,2019-09-27,Queensland University of Technology,['Sci Rep'],1
3281,How to define and optimize axial resolution in light-sheet microscopy: a simulation-based approach,10.1364/BOE.11.000008,2019-09-27,Leica Microsystems CMS GmbH,['Biomed. Opt. Express'],0
3283,High photon count rate super-resolution fluorescence fluctuation spectroscopy,10.1088/1361-6463/ab6cca,2019-09-27,"MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine, University of Oxford, Headley Way, Oxford, OX3 9DS, United Kingdom; Jožef Stefan Inst",['J. Phys. D: Appl. Phys.'],0
3284,"Antibody-induced crosslinking and cholesterol-sensitive, anomalous diffusion of nicotinic acetylcholine receptors",10.1111/jnc.14905,2019-09-28,"Laboratory of Molecular Neurobiology, BIOMED UCA-CONICET",['J. Neurochem.'],0
3285,Automatic error control during forward flux sampling of rare events in master equation models,10.1063/1.5129461,2019-09-29,Johns Hopkins University,['J. Chem. Phys.'],0
3286,Group-Level Analysis of Induced Electric Field in Deep Brain Regions by Different TMS Coils,10.1088/1361-6560/ab5e4a,2019-09-29,Nagoya Institute of Technology,['Phys. Med. Biol.'],1
3290,New method for high-throughput measurements of viscosity in submicrometer-sized membrane systems,10.1002/cbic.201900510,2019-09-30,"B CUBE Center for Molecular Bioengineering, Technische Universitaet Dresden, Tatzberg 41, 01307 Dresden, Germany",['ChemBioChem'],0
3295,Mechanisms of activation and desensitization of full-length glycine receptor in membranes,10.1016/j.bpj.2019.11.1159,2019-09-30,Case Western reserve University,['Biophysical Journal'],0
3296,Faster diffusive dynamics of histone-like nucleoid structuring proteins in live bacteria caused by silver ions,10.1128/AEM.02479-19,2019-09-30,University of Arkansas,['Appl Environ Microbiol'],1
3297,Flexible binding of m6A reader protein YTHDC1 to its preferred RNA motif,10.1021/acs.jctc.9b00987,2019-09-30,University of Zurich,['J. Chem. Theory Comput.'],3
3298,Multiple Kinesins Induce Tension for Smooth Cargo Transport,10.7554/eLife.50974,2019-10-01,University of Illinois at Urbana Champaign,[],0
3300,Monitoring G-quadruplex formation with DNA carriers and solid-state nanopores,10.1021/acs.nanolett.9b03184,2019-10-01,University of Cambridge,['Nano Lett.'],0
3301,Improved computational identification of drug response using optical measurements of human stem cell derived cardiomyocytes in microphysiological systems,10.3389/fphar.2019.01648,2019-10-01,Simula Research Laboratory,['Front. Pharmacol.'],0
3305,The primary structural photoresponse of phytochrome proteins captured by a femtosecond X-ray laser,10.7554/eLife.53514,2019-10-01,University of Gothenburg,[],4
3306,"Topological analysis of TMEM180, a newly identified membrane protein that is highly expressed in colorectal cancer cells",10.1016/j.bbrc.2019.10.070,2019-10-02,"Exploratory Oncology Research & Clinical Trial Center, National Cancer Center",['Biochemical and Biophysical Research Communications'],0
3308,Micro-scale fluid behavior during cryo-EM sample blotting,10.1016/j.bpj.2019.12.017,2019-10-02,Lawrence Berkeley National Lab,['Biophysical Journal'],0
3309,"Topological analysis of TMEM180, a newly identified membrane protein that is highly expressed in colorectal cancer cells",10.1016/j.bbrc.2019.10.070,2019-10-02,"Exploratory Oncology Research & Clinical Trial Center, National Cancer Center",['Biochemical and Biophysical Research Communications'],0
3310,Structure of KCNH2 Cyclic Nucleotide-Binding Homology Domain Reveals a Functionally vital Salt-Bridge,10.1085/jgp.201912505,2019-10-02,"Department of Physiology and Pharmacology, Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, 6997801, Israel",[],0
3313,Structures of the ATP-fueled ClpXP proteolytic machine bound to protein substrate,10.7554/eLife.52774,2019-10-03,Massachusetts Institute of Technology,[],3
3316,Non-conservation of folding rates in the thioredoxin family reveals degradation of ancestral unassisted-folding,10.1042/BCJ20190739,2019-10-03,University of Granada,[],1
3320,Combining free energy simulations and NMR chemical-shift perturbation to identify transient cation-π contacts in proteins,10.1021/acs.jcim.9b00859,2019-10-04,Universidade de Sao Paulo,['J. Chem. Inf. Model.'],1
3321,Flexible Fitting of Biomolecular Structures to Atomic Force Microscopy Images via Biased Molecular Simulations,10.1021/acs.jctc.9b00991,2019-10-04,Kyoto University,['J. Chem. Theory Comput.'],1
3327,Imaging FCS Delineates Subtle Heterogeneity in Plasma Membranes of Resting Mast Cells,10.1091/mbc.E19-10-0559,2019-10-05,Cornell University,['MBoC'],0
3334,Coexistence of lipid phases stabilizes interstitial water in the outer layer of mammalian skin,10.1016/j.bpj.2020.01.044,2019-10-07,Temple University,['Biophysical Journal'],0
3335,The SAMPL6 SAMPLing challenge: Assessing the reliability and efficiency of binding free energy calculations,10.1007/s10822-020-00290-5,2019-10-07,"Computational and Systems Biology Program, Sloan Kettering Institute, Memorial Sloan Kettering Cancer Center, New York, NY 10065",['J Comput Aided Mol Des'],0
3339,Polymer-like model to study the dynamics of dynamin filaments on deformable membrane tubes,10.1016/j.bpj.2019.09.042,2019-10-08,Max Delbrueck Center,['Biophysical Journal'],0
3341,Examining go-or-grow using fluorescent cell-cycle indicators and cell cycle-inhibiting drugs,10.1016/j.bpj.2020.01.036,2019-10-08,Queensland University of Technology,['Biophysical Journal'],2
3343,Coexistence of lipid phases stabilizes interstitial water in the outer layer of mammalian skin,10.1016/j.bpj.2020.01.044,2019-10-08,Temple University,['Biophysical Journal'],0
3344,Disentangling the Behavioural Variability of Confined Cell Migration,10.1098/rsif.2019.0689,2019-10-08,Ludwig Maximilians University,['J. R. Soc. Interface'],0
3346,High-resolution cryo-EM reconstructions in the presence of substantial aberrations,10.1107/S2052252520002444,2019-10-08,University of Texas Southwestern Medical Center,"['Int Union Crystallogr J', 'IUCr J', 'Int Union Cryst J', 'IUCrJ']",0
3347,Revealing the molecular origins of fibrin’s elastomeric properties by in situ X-ray scattering,10.1016/j.actbio.2020.01.002,2019-10-08,"Institute of Cell Biology, University of Münster",['Acta Biomaterialia'],0
3348,Wide-field time-gated SPAD imager for phasor-based FLIM applications,10.1088/2050-6120/ab6ed7,2019-10-09,UCLA,['Methods Appl. Fluoresc.'],1
3349,Two-stage electro-mechanical coupling of a Kv channel in voltage-dependent activation,10.1038/s41467-020-14406-w,2019-10-09,Washington University,['Nat Commun'],2
3352,Polymer-like model to study the dynamics of dynamin filaments on deformable membrane tubes,10.1016/j.bpj.2019.09.042,2019-10-09,Max Delbrueck Center,['Biophysical Journal'],0
3355,Revealing the molecular origins of fibrin’s elastomeric properties by in situ X-ray scattering,10.1016/j.actbio.2020.01.002,2019-10-10,"Institute of Cell Biology, University of Münster",['Acta Biomaterialia'],0
3356,Allosteric Motions of the CRISPR-Cas9 HNH Nuclease Probed by NMR and Molecular Dynamics,10.1021/jacs.9b10521,2019-10-10,"Department of Molecular Biology, Cell Biology & Biochemistry, Brown University, Providence, RI 02903, United States",['J. Am. Chem. Soc.'],6
3357,The inner junction complex of the cilia is an interaction hub that involves tubulin post-translational modifications,10.7554/eLife.52760,2019-10-10,"Department of Anatomy and Cell Biology, McGill Uniuversity",[],5
3359,Revealing the molecular origins of fibrin’s elastomeric properties by in situ X-ray scattering,10.1016/j.actbio.2020.01.002,2019-10-11,"Institute of Cell Biology, University of Münster",['Acta Biomaterialia'],0
3360,Collagen I weakly interacts with the β-sheets of β2-microglobulin and enhances conformational exchange to induce amyloid formation,10.1021/jacs.9b10421,2019-10-11,Rutgers University,['J. Am. Chem. Soc.'],0
3362,Coexistence of lipid phases stabilizes interstitial water in the outer layer of mammalian skin,10.1016/j.bpj.2020.01.044,2019-10-11,Temple University,['Biophysical Journal'],0
3363,Membrane constriction and thinning by sequential ESCRT-III polymerization,10.1038/s41594-020-0404-x,2019-10-11,"University of California, San Francisco",['Nat Struct Mol Biol'],0
3366,"Tissue evolution: Mechanical interplay of adhesion, pressure, and heterogeneity",10.1088/1367-2630/ab74a5,2019-10-11,Forschungszentrum Julich GmbH,['New J. Phys.'],0
3368,Stretching DNA to twice the normal length with single-molecule hydrodynamic trapping,10.1039/C9LC01028A,2019-10-11,"Harvard Medical School, Boston Children's Hospital, and Harvard University",['Lab Chip'],0
3369,Mechanochemical Model of Transcriptional Bursting,10.1016/j.bpj.2020.01.017,2019-10-11,Rice University,['Biophysical Journal'],0
3370,SOFIevaluator: a strategy for the quantitative quality assessment of SOFI data,10.1364/BOE.382278,2019-10-11,KU Leuven,['Biomed. Opt. Express'],3
3374,Inserting small molecules across membrane mixtures: Insight from the potential of mean force,10.1016/j.bpj.2020.01.039,2019-10-13,Max Planck Institute for Polymer Research,['Biophysical Journal'],0
3375,The effects of polydisperse crowders on the compaction of the Escherichia coli nucleoid,10.1111/mmi.14467,2019-10-13,"University of Tennessee, Knoxville",['Mol Microbiol'],0
3376,Cryo-EM structure of the potassium-chloride cotransporter KCC4 in lipid nanodiscs,10.7554/eLife.52505,2019-10-14,"University of California, Berkeley",[],0
3379,Nucleotide inhibition of the pancreatic ATP-sensitive K+ channel explored with patch-clamp fluorometry,10.7554/eLife.52775,2019-10-14,"Department of Physiology, Anatomy and Genetics, University of Oxford",[],0
3381,Investigating Protein-Protein Allosteric Network using Current-Flow Scheme,10.1002/jcc.26108,2019-10-14,Western University of Health Sciences,['J Comput Chem'],0
3383,A native prokaryotic voltage-dependent calcium channel with a novel selectivity filter sequence,10.7554/eLife.52828,2019-10-15,Nagoya University,[],0
3384,SOFIevaluator: a strategy for the quantitative quality assessment of SOFI data,10.1364/BOE.382278,2019-10-15,KU Leuven,['Biomed. Opt. Express'],3
3385,Nucleotide inhibition of the pancreatic ATP-sensitive K+ channel explored with patch-clamp fluorometry,10.7554/eLife.52775,2019-10-15,"Department of Physiology, Anatomy and Genetics, University of Oxford",[],0
3386,Nucleotide inhibition of the pancreatic ATP-sensitive K+ channel explored with patch-clamp fluorometry,10.7554/eLife.52775,2019-10-15,"Department of Physiology, Anatomy and Genetics, University of Oxford",[],0
3387,Nucleotide inhibition of the pancreatic ATP-sensitive K+ channel explored with patch-clamp fluorometry,10.7554/eLife.52775,2019-10-15,"Department of Physiology, Anatomy and Genetics, University of Oxford",[],0
3388,A cost-efficient open source laser engine for microscopy,10.1364/BOE.380815,2019-10-15,European Molecular Biology Laboratory,['Biomed. Opt. Express'],1
3389,C-terminal tail polyglycylation and polyglutamylation alter microtubule mechanical properties,10.1016/j.bpj.2019.11.3229,2019-10-15,University Colorado at Boulder,['Biophysical Journal'],0
3392,Curling of epithelial monolayers reveals coupling between active bending and tissue tension,10.1073/pnas.1917838117,2019-10-16,University College London,['Proc Natl Acad Sci USA'],0
3395,A native prokaryotic voltage-dependent calcium channel with a novel selectivity filter sequence,10.7554/eLife.52828,2019-10-17,Nagoya University,[],0
3396,Pinhole Optical Tweezers: Extending the Fluorescence Lifetime in the Presence of an Optical Trap by Wavefront Engineering,10.1016/j.bpj.2019.11.3327,2019-10-17,University of Toronto,['Biophysical Journal'],0
3399,Quasi-periodic migration of single cells on short microlanes,10.1371/journal.pone.0230679,2019-10-17,LMU Munich,['PLoS ONE'],0
3400,The plasma membrane as a competitive inhibitor and positive allosteric modulator of KRas4B signaling,10.1016/j.bpj.2019.12.039,2019-10-17,Los Alamos National Laboratory,['Biophysical Journal'],1
3401,Diffuse X-ray Scattering from Correlated Motions in a Protein Crystal,10.1038/s41467-020-14933-6,2019-10-17,Cornell University,['Nat Commun'],1
3402,Presence or absence of Ras-dimerization shows distinct kinetic signature in Ras-Raf interaction,10.1016/j.bpj.2020.03.004,2019-10-18,Los Alamos National Laboratory,['Biophysical Journal'],0
3403,DHHC20 palmitoyl-transferase reshapes the membrane to foster catalysis,10.1016/j.bpj.2019.11.003,2019-10-18,National Institutes of Health (NHLBI),['Biophysical Journal'],0
3404,Pinhole Optical Tweezers: Extending the Photobleaching Lifetime in the Presence of an Optical Trap by Wavefront Engineering,10.1016/j.bpj.2019.11.3327,2019-10-18,University of Toronto,['Biophysical Journal'],0
3405,Presence or absence of Ras-dimerization shows distinct kinetic signature in Ras-Raf interaction,10.1016/j.bpj.2020.03.004,2019-10-18,Los Alamos National Laboratory,['Biophysical Journal'],0
3406,Liquid-like and rigid-body motions in molecular-dynamics simulations of a crystalline protein,10.1063/1.5132692,2019-10-18,Los Alamos National Laboratory,['Structural Dynamics'],1
3407,"Cleavage, down-regulation and aggregation of serum amyloid A",10.1021/acs.jpcb.9b10843,2019-10-18,University of Oklahoma,['J. Phys. Chem. B'],0
3412,Cellular heterogeneity in pressure and growth emerges from tissue topology and geometry,10.1016/j.cub.2020.02.027,2019-10-21,"Lab Reproduction et Developpement des Plantes, Univ Lyon, ENS de Lyon, UCB Lyon 1, CNRS, INRA",['Current Biology'],1
3414,Amino and PEG-Amino Graphene Oxide Grids Enrich and Protect Samples for High-resolution Single Particle Cryo-electron Microscopy,10.1016/j.jsb.2019.107437,2019-10-22,"University of California, San Francisco and the Howard Hughes Medical Institute",['Journal of Structural Biology'],0
3417,Chromosome organization by one-sided and two-sided loop extrusion,10.7554/eLife.53558,2019-10-22,Massachusetts Institute of Technology,[],0
3418,"Disentangling the Effects of Asymmetry, Shape Fluctuations, Disorder, and Atomic Details on SAXS Curves of Soft Matter Complexes",10.1021/acs.jpclett.9b03154,2019-10-22,Saarland University,['J. Phys. Chem. Lett.'],0
3419,Area and Geometry Dependence of Cell Migration in Asymmetric Two-State Micropatterns,10.1016/j.bpj.2019.11.3389,2019-10-22,LMU Munich,['Biophysical Journal'],0
3420,Reconstruction of fish allergenicity from the content and structural traits of the component β-parvalbumin isoforms,10.1038/s41598-019-52801-6,2019-10-22,IQFR-CSIC,['Sci Rep'],0
3425,Thermal versus Mechanical Unfolding in a Model Protein,10.1063/1.5126071,2019-10-24,"Universidad de Zaragoza. (Current) Department of Biological Sciences, Columbia University, New York City.",['J. Chem. Phys.'],1
3428,Correlating surface plasmon resonance microscopy of living and fixated cells with electron microscopy allows for investigation of potential preparation artifacts,10.1002/admi.201901991,2019-10-24,FZ Juelich,['Adv. Mater. Interfaces'],0
3429,Chromosome disentanglement driven via optimal compaction of loop-extruded brush structures,10.1073/pnas.1906355116,2019-10-25,Northwestern University,['Proc Natl Acad Sci USA'],2
3430,Chemotactic behavior of Escherichia coli at high cell density,10.1038/s41467-019-13179-1,2019-10-25,Max Planck Institute for Terrestrial Microbiology,['Nat Commun'],1
3432,Experimental phasing of MicroED data using radiation damage,10.1016/j.str.2020.01.008,2019-10-25,Howard Hughes Medical Institute,['Structure'],0
3434,Conformational Plasticity of the ClpAP AAA+ Protease Couples Protein Unfolding and Proteolysis,10.1038/s41594-020-0409-5,2019-10-28,"University of California, San Francisco",['Nat Struct Mol Biol'],0
3436,Stability of Two-quartet G-quadruplexes and Their Dimers in Atomistic Simulations,10.1021/acs.jctc.9b01068,2019-10-28,"Institute of Biophysics of the Czech Academy of Sciences, Kralovopolska 135, 612 65 Brno, Czech Republic",['J. Chem. Theory Comput.'],1
3437,Live-Cell Imaging and Quantification of PolyQ Aggregates by Stimulated Raman Scattering of Selective Deuterium Labeling,10.1021/acscentsci.9b01196,2019-10-28,Caltech,['ACS Cent. Sci.'],1
3440,Structural basis of transcription inhibition by the DNA mimic protein Ocr of bacteriophage T7,10.7554/eLife.52125,2019-10-29,Imperial College London,[],0
3442,Association of Model Neurotransmitters with Lipid Bilayer Membranes,10.1016/j.bpj.2014.11.2985,2019-10-29,Carnegie Mellon University,['Biophysical Journal'],0
3443,Recruiting RyRs to open in a Ca2+ release unit: Single-RyR gating properties make RyR group dynamics,10.1016/j.bpj.2019.11.021,2019-10-29,Rush University Medical Center,['Biophysical Journal'],0
3444,Conformational Plasticity of the ClpAP AAA+ Protease Couples Protein Unfolding and Proteolysis,10.1038/s41594-020-0409-5,2019-10-29,"University of California, San Francisco",['Nat Struct Mol Biol'],0
3445,A complex structure of arrestin-2 bound to a G protein-coupled receptor,10.1038/s41422-019-0256-2,2019-10-29,"Shanghai Institute of Materia Medica, Chinese Academy of Sciences",['Cell Res'],7
3446,Atomic structures determined from digitally defined nanocrystalline regions,10.1107/S2052252520004030,2019-10-29,University of California - Los Angeles,"['Int Union Crystallogr J', 'IUCr J', 'Int Union Cryst J', 'IUCrJ']",0
3447,Amyloid structure determination in RELION-3.1,10.1107/S2059798319016577,2019-10-29,MRC Laboratory of Molecular Biology,"['Acta Cryst Sect D Struct Biol', 'Acta Crystallogr D Struct Biol', 'Acta Cryst D Struct Biol', 'Acta Cryst D Biol Cryst', 'Acta Cryst D', 'Acta Crystallogr Sect D', 'Acta Crystallogr D Biol Crystallogr', 'Acta Cryst Sect D', 'Acta Crystallogr D', 'Acta Crystallogr Sect D Struct Biol']",2
3448,The Effective Coarse-grained Hessian Dictates Allostery in IGPS,10.1021/acs.jctc.9b01149,2019-10-29,Colorado State University,['J. Chem. Theory Comput.'],0
3451,Mechanism and site of action of big dynorphin on ASIC1a,10.1073/pnas.1919323117,2019-10-29,University of Copenhagen,['Proc Natl Acad Sci USA'],0
3456,Integrating Transposable Elements in the 3D Genome,10.1186/s13100-020-0202-3,2019-10-30,University of Edinburgh,['Mobile DNA'],0
3457,Steering Molecular Dynamics Simulations of Membrane-Associated Proteins with Neutron Reflection Results,10.1021/acs.jctc.0c00136,2019-10-30,"Department of Physics, and Department of Biomedical Engineering, Carnegie Mellon University, Pittsburgh, PA 15213, USA, and The NIST Center for Neutron Research",['J. Chem. Theory Comput.'],0
3459,Structures of the ATP-fueled ClpXP proteolytic machine bound to protein substrate,10.7554/eLife.52774,2019-10-31,Massachusetts Institute of Technology,[],3
3460,Label-free horizontal EMSA for analysis of protein-RNA interactions,10.1016/j.ab.2020.113736,2019-10-31,Hunter College of The City University of New York,['Analytical Biochemistry'],0
3461,The kinematics of cyclic human movement,10.1371/journal.pone.0225157,2019-10-31,University of Konstanz,['PLoS ONE'],0
3463,Correction of missing-wedge artifacts in filamentous tomograms by template-based constrained deconvolution,10.1021/acs.jcim.9b01111,2019-11-01,Old Dominion University,['J. Chem. Inf. Model.'],0
3466,Single-molecule nanopore sensing of actin dynamics and drug binding,10.1039/C9SC05710B,2019-11-03,Imperial College London,['Chem. Sci.'],0
3467,"Novel sampling strategies and a coarse-grained score function for docking homomers, flexible heteromers, and oligosaccharides using Rosetta in CAPRI Rounds 37-45",10.1002/prot.25855,2019-11-03,Johns Hopkins University,['Proteins'],0
3475,Magnetic Polymer Models for Epigenetics-Driven Chromosome Folding,10.1103/PhysRevE.100.052410,2019-11-05,University of Padova,['Phys. Rev. E'],1
3478,Nonequilibrium Theory of Epigenomic Microphase Separation in the Cell Nucleus,10.1103/PhysRevLett.123.228101,2019-11-05,University of Edinburgh,['Phys. Rev. Lett.'],1
3480,BeamDelta: simple alignment tool for optical systems,10.12688/wellcomeopenres.15576.1,2019-11-07,Micron Advanced Bioimaging Unit,['Wellcome Open Res'],1
3483,A mechanical model reveals that non-axisymmetric buckling lowers the energy barrier associated with membrane neck constriction,10.1039/C9SM01494B,2019-11-07,UCSD,['Soft Matter'],0
3486,Live-Cell Imaging and Quantification of PolyQ Aggregates by Stimulated Raman Scattering of Selective Deuterium Labeling,10.1021/acscentsci.9b01196,2019-11-08,Caltech,['ACS Cent. Sci.'],1
3487,Stochastic model of T Cell repolarization during target elimination (I),10.1016/j.bpj.2020.01.045,2019-11-08,"Saarland University, Dep. Theoretical Physics, Center for Biophysics",['Biophysical Journal'],0
3490,Hierarchically-structured metalloprotein composite coatings biofabricated from co-existing condensed liquid phases,10.1038/s41467-020-14709-y,2019-11-10,Max Planck Institute of Colloids and Interfaces,['Nat Commun'],1
3498,Proposed mechanism of kinesin backstepping,10.1016/j.bpj.2019.11.2413,2019-11-12,"Centre for Mechanochemical Cell Biology, Warwick Medical School",['Biophysical Journal'],0
3509,Transcription closed and open complex formation coordinate expression of genes with a shared promoter region,10.1098/rsif.2019.0507,2019-11-15,Tampere University of Technology,['J. R. Soc. Interface'],0
3510,Three-dimensional traction microscopy accounting for cell-induced matrix degradation,10.1016/j.cma.2020.112935,2019-11-15,University of Southern California,['Computer Methods in Applied Mechanics and Engineering'],0
3514,Transcription closed and open complex formation coordinate expression of genes with a shared promoter region,10.1098/rsif.2019.0507,2019-11-15,Tampere University of Technology,['J. R. Soc. Interface'],0
3515,Three-dimensional traction microscopy accounting for cell-induced matrix degradation,10.1016/j.cma.2020.112935,2019-11-15,University of Southern California,['Computer Methods in Applied Mechanics and Engineering'],0
3516,An edge-based formulation of elastic network models,10.1103/PhysRevResearch.1.033211,2019-11-15,"Department of Mathematics, Imperial College London",['Phys. Rev. Research'],0
3519,Magnetic-Alignment of Polymer Nanodiscs Probed by Solid-State NMR Spectroscopy,10.1021/acs.langmuir.9b03538,2019-11-15,University of Michigan,['Langmuir'],0
3520,Biophysical characterization of DNA origami nanostructures reveals inaccessibility to intercalation binding sites,10.1088/1361-6528/ab7a2b,2019-11-16,University of York,['Nanotechnology'],0
3522,Kinetic Proofreading and the Limits of Thermodynamic Uncertainty,10.1103/PhysRevE.101.022415,2019-11-16,Institute for Advanced Study,['Phys. Rev. E'],1
3523,Transversal otolithic membrane deflections evoked by the linear accelerations,10.5539/ijb.v12n1p46,2019-11-16,Jewish Rehabilitation Hospital,['IJB'],0
3524,Effects of surfaces and macromolecular crowding on bimolecular reaction rates,10.1088/1478-3975/ab7f51,2019-11-16,Fred Hutchinson Cancer Research Center,['Phys. Biol.'],0
3525,Energy landscapes reveal agonist control of GPCR activation via microswitches,10.1021/acs.biochem.9b00842,2019-11-17,KTH,['Biochemistry'],0
3528,A Spectral De-mixing Model for Triplex In Vivo Imaging of Optical Coherence Tomography Contrast Agents,10.1021/acsphotonics.9b01819,2019-11-18,Stanford University,['ACS Photonics'],0
3531,Transversal otolithic membrane deflections evoked by the linear accelerations,10.5539/ijb.v12n1p46,2019-11-18,Jewish Rehabilitation Hospital,['IJB'],0
3533,The kinesin-8 Kip3 depolymerizes microtubules with a collective force-dependent mechanism,10.1016/j.bpj.2020.02.030,2019-11-19,University of Tuebingen,['Biophysical Journal'],0
3535,Verifying molecular clusters by 2-color localization microscopy and significance testing,10.1038/s41598-020-60976-6,2019-11-19,TU Wien,['Sci Rep'],0
3538,Flexible linkers in CaMKII control the balance between activating and inhibitory autophosphorylation,10.7554/eLife.53670,2019-11-20,University of California Berkeley,[],1
3539,"Motility and Phototaxis of Gonium, the Simplest Differentiated Colonial Alga",10.1103/PhysRevE.101.022416,2019-11-20,University of Cambridge,['Phys. Rev. E'],0
3540,Non-affine displacements encode collective conformational fluctuations in proteins,10.1021/acs.jctc.9b01100,2019-11-20,"Tata Institute of Fundamental Research, Hyderabad",['J. Chem. Theory Comput.'],0
3541,Structural characterization of the N-terminal domain of the Dictyostelium discoideum mitochondrial calcium uniporter,10.1021/acsomega.9b04045,2019-11-20,Shanghai Institute of Biochemistry and Cell Biology,['ACS Omega'],0
3544,Native Hydrogen/Deuterium Exchange Mass Spectrometry of Structured DNA Oligonucleotides,10.1021/acs.analchem.9b05298,2019-11-20,"Universite de Bordeaux, INSERM U1212, CNRS UMR 5320, ARNA Laboratory, IECB, F-33600 Pessac, France",['Anal. Chem.'],0
3547,Structure and activation mechanism of the BBSome membrane-protein trafficking complex,10.7554/eLife.53322,2019-11-20,Harvard Medical School,[],2
3550,Rod nuclear architecture determines contrast transmission of the retina and behavioral sensitivity in mice,10.7554/eLife.49542,2019-11-21,Max Planck Institute of Molecular Cell Biology and Genetics,[],2
3552,An asymmetric sheath controls flagellar supercoiling and motility in the Leptospira spirochete,10.7554/eLife.53672,2019-11-21,Yale University,[],1
3553,Structural characterization of tau in fuzzy tau:tubulin complexes,10.1016/j.str.2020.01.004,2019-11-21,University of Pennsylvania,['Structure'],0
3554,Electron beam lithography fabrication of SU-8 polymer structures for cell studies,10.1109/JMEMS.2020.2967174,2019-11-21,"Dept of Physics, Norwegian University of Science and Technology, NTNU. 7491 Trondheim, Norway",['J. Microelectromech. Syst.'],0
3555,Magnetic Resonance measurements of cellular and sub-cellular membrane structures in live and fixed neural tissue,10.7554/eLife.51101,2019-11-21,Eunice Kennedy Shriver National Institute of Child Health and Human Development,[],2
3556,An asymmetric sheath controls flagellar supercoiling and motility in the Leptospira spirochete,10.7554/eLife.53672,2019-11-21,Yale University,[],1
